id,name,category,sell_price,buy_price,stock,notes
d69ugo7,Twisted Spoon,Held Item,2999,2549.15,,
r5kzw8x,Spell Tag,Held Item,2999,2549.15,,
6kfktqx,Soft Sand,Held Item,2999,2549.15,,
sgg2qxs,Silver Powder,Held Item,2999,2549.15,,
p1j524j,Silk Scarf,Held Item,2999,2549.15,,
c8w08x8,Sharp Beak,Held Item,2999,2549.15,,
3uxh8uo,Poison Barb,Held Item,2999,2549.15,,
oe837fu,Never-Melt Ice,Held Item,2999,2549.15,,
sx49fq8,Mystic Water,Held Item,2999,2549.15,,
0d8vukr,Miracle Seed,Held Item,2999,2549.15,,
p7ro31h,Magnet,Held Item,2999,2549.15,,
4qze4bv,Hard Stone,Held Item,2999,2549.15,,
flm49bv,Dragon Fang,Held Item,2999,2549.15,,
08pp0o7,Charcoal Stick,Held Item,2999,2549.15,,
v0po211,Black Glasses,Held Item,2999,2549.15,,
zhvmu3t,Black Belt,Held Item,2999,2549.15,,
r97xfb6,Zoom Lens,Held Item,2999,2549.15,,
p4eaybe,Wise Glasses,Held Item,2999,2549.15,,
3jdw1fu,Wide Lens,Held Item,2999,2549.15,,
a8bhfhf,White Herb,Held Item,2999,2549.15,,
qhbg33w,Weakness Policy,Held Item,2999,2549.15,,
ivvmsyw,Utility Umbrella,Held Item,2999,2549.15,,
pur59i1,Toxic Orb,Held Item,2999,2549.15,,
cx3yv6o,Throat Spray,Held Item,2999,2549.15,,
98tpfny,Terrain Extender,Held Item,2999,2549.15,,
67m5xy2,Soothe Bell,Held Item,2999,2549.15,,
0rf0pyv,Sticky Barb,Held Item,2999,2549.15,,
35mpv9s,Smooth Rock,Held Item,2999,2549.15,,
45ski24,Smoke Ball,Held Item,2999,2549.15,,
jp01s2c,Shell Bell,Held Item,2999,2549.15,,
w4jjkxx,Shed Shell,Held Item,2999,2549.15,,
ner7gm0,Scope Lens,Held Item,2999,2549.15,,
nan4vy2,Safety Gloggles,Held Item,2999,2549.15,,
bjfj8ax,Room Service,Held Item,2999,2549.15,,
kthqjxa,Rocky Helmet,Held Item,2999,2549.15,,
wsqe6qm,Ring Target,Held Item,2999,2549.15,,
haipxhz,Red Card,Held Item,2999,2549.15,,
te8r5cu,Quick Powder,Held Item,2999,2549.15,,
r24x0je,Quick Claw,Held Item,2999,2549.15,,
yi30g64,Punching Glove,Held Item,2999,2549.15,,
yjh0hr0,Protective Pads,Held Item,2999,2549.15,,
l45lxhx,Power Herb,Held Item,2999,2549.15,,
82723a2,Muscle Band,Held Item,2999,2549.15,,
gbidm0c,Mirror Herb,Held Item,2999,2549.15,,
j1fw1ak,Metronome,Held Item,2999,2549.15,,
hjqgsrc,Metal Powerder,Held Item,2999,2549.15,,
irfw6ym,Mental Herb,Held Item,2999,2549.15,,
27lug3v,Medicinal Leak,Held Item,2999,2549.15,,
oif11yc,Lucky Egg,Held Item,2999,2549.15,,
duyu0vr,Loaded Dice,Held Item,2999,2549.15,,
5ogmwr1,Light Clay,Held Item,2999,2549.15,,
cgxhgq6,Light Ball,Held Item,2999,2549.15,,
cc96hl7,Life Orb,Held Item,2999,2549.15,,
vhu4meq,Leftovers,Held Item,2999,2549.15,,
5gn3ypq,Iron Ball,Held Item,2999,2549.15,,
e5qb4k9,Icy Rock,Held Item,2999,2549.15,,
3t8arhn,Heavy-Duty Boots,Held Item,2999,2549.15,,
1oswrtd,Heat Rock,Held Item,2999,2549.15,,
h5qb3yh,Focus Slash,Held Item,2999,2549.15,,
15otsrg,Focus Band,Held Item,2999,2549.15,,
8mphw7l,Float Stone,Held Item,2999,2549.15,,
351xxrb,Flame Orb,Held Item,2999,2549.15,,
p1hdoso,Exp. Share,Held Item,2999,2549.15,,
1571u9k,Expert Belt,Held Item,2999,2549.15,,
q3kmziw,Eviolite,Held Item,2999,2549.15,,
5g0rkzj,Eject Button,Held Item,2999,2549.15,,
x5q3v3h,Destiny Knot,Held Item,2999,2549.15,,
1egyh0i,Damp Rock,Held Item,2999,2549.15,,
yoz0x0o,Covert Cloak,Held Item,2999,2549.15,,
1casqlo,Cleanse Tag,Held Item,2999,2549.15,,
6oumwni,Choice Specs,Held Item,2999,2549.15,,
4uasbk2,Choice Scarf,Held Item,2999,2549.15,,
4bfoqnz,Choice Band,Held Item,2999,2549.15,,
1v6h3qs,Cell Battery,Held Item,2999,2549.15,,
e7d92wa,Bright Powder,Held Item,2999,2549.15,,
4krfrtc,Blunder Policy,Held Item,2999,2549.15,,
cg4ganz,Black Sludge,Held Item,2999,2549.15,,
uyo25fr,Binding Band,Held Item,2999,2549.15,,
tmgs4oz,Big Root,Held Item,2999,2549.15,,
fhhycjs,Assault Vest,Held Item,2999,2549.15,,
583jf1m,Air Balloon,Held Item,2999,2549.15,,
5ik4fak,Absorb Bulb,Held Item,2999,2549.15,,
mjisp9h,Ability Shield,Held Item,2999,2549.15,,
xie8zce,Poisonous Seed,Held Item,2999,2549.15,,
ewu6vj0,Misty Seed,Held Item,2999,2549.15,,
7zluw32,Pyschic Seed,Held Item,2999,2549.15,,
evwu34t,Grassy Seed,Held Item,2999,2549.15,,
781z56z,Electric Seed,Held Item,2999,2549.15,,
4r2bwgp,Peat Block,Evo Items,2999,2549.15,,
vko6r6q,Galarica Wreath,Evo Items,2999,2549.15,,
nu9fmwc,Galarica Cuff,Evo Items,2999,2549.15,,
gxeo7hq,Tart Apple,Evo Items,2999,2549.15,,
nhboknn,Sweet Apple,Evo Items,2999,2549.15,,
p6u4pvo,Whipped Dream,Evo Items,2999,2549.15,,
cyg6x4h,Sachet,Evo Items,2999,2549.15,,
s56uep4,Prism Scale,Evo Items,2999,2549.15,,
3nx18x0,Reaper Cloth,Evo Items,2999,2549.15,,
f840l9x,Magmarizer,Evo Items,2999,2549.15,,
3rmyqix,Electirizer,Evo Items,2999,2549.15,,
akcm0zz,Link Cable,Evo Items,2999,2549.15,,
x9zaxse,Deep Sea Tooth,Evo Items,2999,2549.15,,
j5uj95a,Deep Sea Scale,Evo Items,2999,2549.15,,
7q7blrr,Dubious Disc,Evo Items,2999,2549.15,,
w2orgv5,Upgrade,Evo Items,2999,2549.15,,
d1vmj39,Metal Coat,Evo Items,2999,2549.15,,
j1s3lmc,King Rock,Evo Items,2999,2549.15,,
071gsbt,Razor Claw,Evo Items,2999,2549.15,,
zletclg,Razor Fang,Evo Items,2999,2549.15,,
8rld9sk,Black Augurite,Evo Items,2999,2549.15,,
goo0eap,Dragon Scale,Evo Items,2999,2549.15,,
585xjfs,Protector,Evo Items,2999,2549.15,,
oawk2pc,Oval Stone,Evo Items,2999,2549.15,,
lytnapb,Dawn,Stone,100,85,,
08y5yr4,Dusk,Stone,100,85,,
h7b7ybl,Fire,Stone,100,85,,
osjd4y7,Shiny,Stone,100,85,,
1o8ntak,Leaf,Stone,100,85,,
j7ww8zl,Thunder,Stone,100,85,,
hp4vvz2,Ice,Stone,100,85,,
v79hf7g,Everstone,Stone,100,85,,
5qswrk7,Sun,Stone,100,85,,
jzd3pqd,Water,Stone,100,85,,
3sryjti,Moon,Stone,100,85,,
nlul545,Ancientgenium,Z Crystals,13999,11899.15,,
8l2n1hs,Incinium,Z Crystals,13999,11899.15,,
k5pb48b,Delta Gholdium,Z Crystals,13999,11899.15,,
t4y64gc,Delta Typhlosium,Z Crystals,189999,161499.15,,
9y9xvti,Delta Klinkangium,Z Crystals,189999,161499.15,,
21rdvx9,Snorlium,Z Crystals,189999,161499.15,,
qzoluff,Marshadium,Z Crystals,189999,161499.15,,
e8q4mz4,Lunalium,Z Crystals,189999,161499.15,,
16f73ow,Solganium,Z Crystals,189999,161499.15,,
gtaquxh,Fightinium,Z Crystals,8999,7649.15,,
ryz9h25,Icium,Z Crystals,8999,7649.15,,
54b5hha,Waterium,Z Crystals,8999,7649.15,,
dyepbz6,Grassium,Z Crystals,8999,7649.15,,
qsrlq51,Darkinium,Z Crystals,8999,7649.15,,
z10dxur,Ghostium,Z Crystals,8999,7649.15,,
7m1qrsc,Buginium,Z Crystals,8999,7649.15,,
wcciu8n,Electrium,Z Crystals,8999,7649.15,,
216m1sh,Firium,Z Crystals,8999,7649.15,,
ifd1me5,Groundium,Z Crystals,8999,7649.15,,
u5ewidt,Psychium,Z Crystals,8999,7649.15,,
644n607,Rockium,Z Crystals,8999,7649.15,,
etwlcmv,Normalium,Z Crystals,8999,7649.15,,
d72gpnm,Dragonium,Z Crystals,8999,7649.15,,
kcwl4af,Fairium,Z Crystals,8999,7649.15,,
gs8xa7e,Poisonium,Z Crystals,8999,7649.15,,
khjhcp7,Steelium,Z Crystals,8999,7649.15,,
5u6dm0x,Flyinium,Z Crystals,8999,7649.15,,
a0s6le9,Stellar,Tera Shards,18999,16149.15,,
vgkjp0e,Electric,Tera Shards,1499,1274.15,,
rngmvrf,Rock,Tera Shards,1499,1274.15,,
qbsmicv,Fire,Tera Shards,1499,1274.15,,
wsia446,Water,Tera Shards,1499,1274.15,,
n9ihubx,Dark,Tera Shards,1499,1274.15,,
e00lxnh,Steel,Tera Shards,1499,1274.15,,
9zpydas,Poison,Tera Shards,1499,1274.15,,
suf4xww,Fighting,Tera Shards,1499,1274.15,,
fpmfn5u,Ground,Tera Shards,1499,1274.15,,
fmahf0n,Grass,Tera Shards,1499,1274.15,,
5gjwu3n,Fairy,Tera Shards,1499,1274.15,,
z55e1dd,Flying,Tera Shards,1499,1274.15,,
8c3ovp4,Normal,Tera Shards,1499,1274.15,,
z8yibg3,Dragon,Tera Shards,1499,1274.15,,
4vqaht4,Bug,Tera Shards,1499,1274.15,,
zc49n5g,Pyschic,Tera Shards,1499,1274.15,,
py1im1w,Ghost,Tera Shards,1499,1274.15,,
pu29run,Ice,Tera Shards,1499,1274.15,,
jgpqyx6,Netherite Hoe,Armour/Weapons,9999,8499.15,,
1a5v29a,Netherite Shovel,Armour/Weapons,9999,8499.15,,
jpejnaw,Netherite Sword,Armour/Weapons,9999,8499.15,,
tyzv7s5,Netherite Axe,Armour/Weapons,9999,8499.15,,
qkzysv0,Netherite Boots,Armour/Weapons,9999,8499.15,,
cycgq5i,Netherite Pants,Armour/Weapons,9999,8499.15,,
msa9ljw,Netherite Chestplate,Armour/Weapons,9999,8499.15,,
k3khlh7,Netherite Helmet,Armour/Weapons,9999,8499.15,,
uacq8o1,Lapis Lazuli,Minerals,65,55.25,,
u1q4oyy,Redstone,Minerals,65,55.25,,
9e39ag6,Copper Block,Minerals,170,144.5,,
cs1or7e,Copper,Minerals,18,15.3,,
lxx0ugp,Coal Block,Minerals,339,288.15,,
de1llv5,Charcoal,Minerals,29,24.65,,
wvqaowm,Emerald Block,Minerals,780,663,,
mlvb794,Emerald,Minerals,80,68,,
4fv3uxa,Iron Block,Minerals,140,119,,
qgkpqcf,Iron,Minerals,15,12.75,,
5v398qk,Gold Block,Minerals,250,212.5,,
li3o05e,Gold,Minerals,25,21.25,,
rtqdag8,Diamond Block,Minerals,3300,2805,,
n4qz8n1,Diamond,Minerals,349,296.65,,
p6is0y2,Ancient Verdant,PokeBall,40,34,,
v7rvkpl,Ancient Azure,PokeBall,40,34,,
kj4lv09,Ancient Citrine,PokeBall,40,34,,
4v5qzor,Ancient Poke Ball,PokeBall,40,34,,
kik6sqo,Ancient Jet Ball,PokeBall,40,34,,
wh8osk7,Ancient Ultra Ball,PokeBall,40,34,,
tjy4q1m,Ancient Roseate,PokeBall,40,34,,
273ndzm,Ancient Wing Ball,PokeBall,40,34,,
00ngaqp,Ancient Slate Ball,PokeBall,40,34,,
3v4t2q5,Ancient Ivory Ball,Pokeball,40,34,,
61uyycn,Ancient Great Ball,PokeBall,40,34,,
4hz1nyp,Ancient Leaden Ball,PokeBall,40,34,,
gtyd8ap,Ancient Feather Ball,PokeBall,40,34,,
ol47a04,Ancient Gigaton Ball,PokeBall,40,34,,
5si991o,Ancient Heavy Ball,PokeBall,40,34,,
p1ryj1j,Citrine Ball,PokeBall,40,34,,
eh3rafx,Azure Ball,PokeBall,40,34,,
l34p729,Roseate Ball,PokeBall,40,34,,
da52oxo,Slate Ball,PokeBall,40,34,,
06gc0zt,Verdant Ball,PokeBall,40,34,,
0ao7mp3,Level Ball,PokeBall,40,34,,
0nthubi,Premier Ball,PokeBall,40,34,,
leyyggz,Friend Ball,PokeBall,40,34,,
1z4zk0x,Luxury Ball,PokeBall,40,34,,
pbbs7l4,Safari Ball,PokeBall,40,34,,
cvcgszb,Net Ball,PokeBall,40,34,,
0e71bk4,Dusk Ball,PokeBall,40,34,,
87y5ant,Nest Ball,PokeBall,40,34,,
6k0q3a0,Timer Ball,PokeBall,40,34,,
yrtee0l,Dream Ball,PokeBall,100,85,,
5eao7ry,Master Ball,PokeBall,24000,20400,,
xhd3khu,Ancient Origin Ball,PokeBall,24000,20400,,
3camjfq,Beast Ball,PokeBall,300,255,,
xeuq3dv,Poke Ball,PokeBall,1,0.85,,
57pqm4d,Great Ball,PokeBall,5,4.25,,
rq2pz9i,Ultra Ball,PokeBall,25,21.25,,
1gf3bkw,Quick Ball,PokeBall,40,34,,
rzrmz5b,Heal Ball,PokeBall,40,34,,
5w0g69t,Love Ball,PokeBall,40,34,,
ley08mm,Cherish Ball,PokeBall,40,34,,
3ribdhi,Park Ball,PokeBall,40,34,,
ockl9so,Heavy Ball,PokeBall,40,34,,
biw36j0,Moon Ball,PokeBall,40,34,,
5z5bgfg,Repeat Ball,PokeBall,40,34,,
b15ty2f,Lure Ball,PokeBall,40,34,,
1yya0t2,Dive Ball,PokeBall,40,34,,
uril7dw,Sport Ball,PokeBall,40,34,,
bzkw31e,Fast Ball,PokeBall,40,34,,
morsxf1,Purple,Dye,8,6.8,,
fvfallt,Yellow,Dye,8,6.8,,
1rvq09r,Red,Dye,8,6.8,,
5bgshbm,Blue,Dye,8,6.8,,
7dy4isx,Green,Dye,8,6.8,,
qj3gqr9,Mirror,Memory,350000,297500,,
03phpsm,Cyclone,Memory,350000,297500,,
tkoxrjk,Bloom,Memory,350000,297500,,
mib7ahw,Dark,Memory,4500,3825,,
0mivpaz,Fire,Memory,4500,3825,,
ybend8d,Electric,Memory,4500,3825,,
8ra2yak,Fairy,Memory,4500,3825,,
m5jmiqn,Psychic,Memory,4500,3825,,
tfqlv1w,Bug,Memory,4500,3825,,
gjv9xqd,Water,Memory,5000,4250,,
u2wa9ov,Steel,Memory,4500,3825,,
8e25sbr,Fighting,Memory,4500,3825,,
9zg6eoi,Flying,Memory,5000,4250,,
5hf73f5,Ice,Memory,4500,3825,,
fd7o07o,Rock,Memory,4500,3825,,
oca1eix,Ghost,Memory,5000,4250,,
ogsz2ey,Dragon,Memory,4500,3825,,
ii4btps,Grass,Memory,45000,38250,,
r2nudwg,Poison,Memory,5000,4250,,
mh2pjzj,Ground,Memory,4500,3825,,
66k91k6,Fairy,DNA,12500,10625,,
3ra5hhs,Electric,DNA,130000,110500,,
ndzqono,Fighing,DNA,8000,6800,,
st6kxga,Pyschic,DNA,34000,28900,,
sfk44re,Ice,DNA,8500,7225,,
m1eror9,Water,DNA,4000,3400,,
ayl01gd,Rock,DNA,12000,10200,,
enpwh03,Bug,DNA,8500,7225,,
br0u40e,Steel,DNA,8000,6800,,
8szuqye,Normal,DNA,3500,2975,,
8q0we7j,Poison,DNA,4000,3400,,
nc74env,Dark,DNA,14500,12325,,
f8rcwnv,Grass,DNA,4000,3400,,
tuf2hvz,Ground,DNA,4000,3400,,
42ts7q4,Ghost,DNA,12000,10200,,
i3k5e92,Dragon,DNA,9500,8075,,
47dn427,Flying,DNA,6000,5100,,
eh4vvvd,Fire,DNA,8000,6800,,
20zbfv4,Eclipse Shard,Ultra Space,39999,33999.15,,
z5zvkc6,Echo Shard,Ultra Space,29999,25499.15,,
43zwxof,Griseous Core,Ultra Space,225000,191250,,
l3kd8m6,Eternal Flower,Ultra Space,53999,45899.15,,
ta9uytu,Mythical Meteorite,Ultra Space,239999,203999.15,,
qu51orm,Rare Meteorite,Ultra Space,39999,33999.15,,
vh8nfpc,Uncommon Meteorite,Ultra Space,22999,19549.15,,
qocjl4s,Common Meteorite,Ultra Space,7999,6799.15,,
zzxwytx,Gimmighoul Pearl,Ultra Space,199,169.15,,
q5b7k6u,Chipped Pot,Ultra Space,2999,2549.15,,
4jr1izp,Cracked Pot,Ultra Space,2999,2549.15,,
an6irnu,Shadowcrest,Ultra Space,148999,126649.15,,
08qh78d,Cornerstone,Ultra Space,38999,33149.15,,
y13kjf8,Heathflame Mask,Ultra Space,48999,41649.15,,
s48x7qk,Stormpeak Mask,Ultra Space,16999,14449.15,,
jx1s7cc,Gracidea,Ultra Space,28999,24649.15,,
9xtitoq,Reveal Glass,Ultra Space,28999,24649.15,,
rzjxcjy,Zygarde Cube,Ultra Space,28999,24649.15,,
up1rz2i,Odd Keystone,Ultra Space,28999,24649.15,,
pjuampl,Relic Coin,Ultra Space,99,84.15,,
icub2eg,Fridge,Ultra Space,0,0,,
lrnlsyf,Lawn Mower,Ultra Space,20000,17000,,
33u5j0y,Fan,Ultra Space,20000,17000,,
vepmvnm,Washing Machine,Ultra Space,20000,17000,,
6nuiugj,Radio,Ultra Space,0,0,,
pn9i8u0,Oven,Ultra Space,20000,17000,,
s6yyv4h,Trial Key,Ultra Space,7399,6289.15,,
5qtrbb3,Dowsing Machine,Ultra Space,2999,2549.15,,
w8batc4,Active Ring,Ultra Space,225000,191250,,
rmd1o82,Empty Ring,Ultra Space,10999,9349.15,,
6bc6ypv,Nether Star,Ultra Space,40000,34000,,
dlns978,Moon Flute,Ultra Space,19999,16999.15,,
931o1f9,Sun Flute,Ultra Space,19999,16999.15,,
ngmgxys,Trident,Dungeon Item,9999,8499.15,,
6p8pphm,Water Shuriken,Dungeon Item,9999,8499.15,,
azd81zu,Wisp Lantern,Dungeon Item,39999,33999.15,,
zqkl5hh,Vine Whip,Dungeon Item,9999,8499.15,,
37s8vbl,Seviper Saber,Dungeon Item,76999,65449.15,,
a4i5fy4,Bitter Blade,Dungeon Item,48000,40800,,
ahocx99,Illusory Sword,Dungeon Item,29999,25499.15,,
tmrnknj,Gigaton Hammer,Dungeon Item,299999,254999.15,,
k9834v7,Luckiest Egg Common,Dungeon Item,0,0,,
0jia9hl,Luckiest Egg Rare,Dungeon Item,14999,12749.15,,
8udduit,Luckiet Egg Epic,Dungeon Item,23999,20399.15,,
zqpcnpy,Psyblade,Dungeon Item,59999,50999.15,,
rjt2sy7,Forest Balm,Dungeon Item,399,339.15,,
1g2qs2c,Glacier Balm,Dungeon Item,399,339.15,,
wvtvblb,Fire Rod,Dungeon Item,38999,33149.15,,
n0brwfs,Ice Rod,Dungeon Item,850000,722500,,
in0odj6,Spectral Rod,Dungeon Item,49999,42499.15,,
8yrxycq,Koradion Key,Dungeon Item,619999,526999.15,,
sssexgy,Miraidon Key,Dungeon Item,189999,161499.15,,
eqax5st,Artifact Part,Dungeon Item,5000,4250,,
7xayywl,Water,Dungeon Frag,600,510,,
tbil86u,Ice,Dungeon Frag,600,510,,
66tulcx,Ghost,Dungeon Frag,5000,4250,,
mtqji0m,Electric,Dungeon Frag,600,510,,
ed9mue6,Halloween,Dungeon Frag,55000,46750,,
6ui3vid,Fire,Dungeon Frag,600,510,,
q4yvnaa,Grass,Dungeon Frag,600,510,,
v6gai6u,Ground,Dungeon Frag,600,510,,
kp9lev8,Delta Latiosite,MegaStone,0,0,,
ysfq360,Delta Latiasite,MegaStone,0,0,,
es20c50,Delta Steelix,MegaStone,0,0,,
wh8ay8f,Delta Lopunnite,MegaStone,0,0,,
sbgbnff,Delta Infernape,MegaStone,0,0,,
mmfxmib,Delta Hacorusite,MegaStone,0,0,,
w109vf3,Beedrillite,MegaStone,0,0,,
l58u1cv,Steelixite,MegaStone,0,0,,
0k6vpqx,Aggronite,MegaStone,0,0,,
tizpub9,Areodactylite,MegaStone,0,0,,
a6jagiz,Flygonite,MegaStone,0,0,,
jfcffuk,Heracronite,MegaStone,0,0,,
8xpo2ew,Absolite,MegaStone,15000,12750,,
olkemux,Garchompite,MegaStone,0,0,,
q06upvx,Venusaurite,MegaStone,0,0,,
fs3bhb8,Lucarionite,MegaStone,0,0,,
tppqhpu,Slowbronite,MegaStone,0,0,,
qaj69b7,Sapphire Diancite,MegaStone,0,0,,
cdtkacz,Ruby Diancite,MegaStone,0,0,,
8a7tmxt,Swampertite,MegaStone,40000,34000,,
dmryv3p,Hisuian,MegaStone,57999,49299.15,,
ihb00s0,Galladite,MegaStone,14999,12749.15,,
bgh85zn,Lopunnite,MegaStone,23999,20399.15,,
mm9givi,Latiasite,MegaStone,14999,12749.15,,
iibcn5u,Mawilite,MegaStone,14999,12749.15,,
tfy1vp6,Ampharosite,MegaStone,14999,12749.15,,
yzy85ul,Houndoominite,MegaStone,14999,12749.15,,
87b8hpl,Latiosite,MegaStone,14999,12749.15,,
z9fv1j1,Sablenite,MegaStone,15000,12750,,
7nhznb9,Sceptilite,MegaStone,14999,12749.15,,
m1q3tec,Pinsirite,MegaStone,0,0,,
svidrfo,Gyaradosite,MegaStone,0,0,,
ye5mq41,Sharpedonite,MegaStone,0,0,,
y0ya6kb,Alakazite,MegaStone,15000,12750,,
ivxd6bk,Pidgeotite,MegaStone,10000,8500,,
q03rstt,Gardevoirite,MegaStone,0,0,,
t3nmc6v,Blastoisinite,MegaStone,14999,12749.15,,
8g7w4hb,Diancite,MegaStone,0,0,,
3r14e54,Manaphite,MegaStone,0,0,,
3ke1adf,Resist,Feather,1000,850,,
8vmzedo,Health,Feather,1000,850,,
1jhjnkc,Clever,Feather,1000,850,,
78hnq5y,Muscle,Feather,1000,850,,
7i9ij4d,Swift,Feather,1000,850,,
m3h58nh,Genius,Feather,1000,850,,
l5m76zp,Fairy,Feather,1000,850,,
kihj3ty,Bitter,Herba,44999,38249.15,,
u10pwbz,Sour,Herba,44999,38249.15,,
2fat1rf,Spicy,Herba,44999,38249.15,,
tb1u5ms,Salty,Herba,44999,38249.15,,
xljfx07,Sweet,Herba,44999,38249.15,,
7l6gv6d,Exp. Candy M,Medicine,20,17,,
9x1y9i8,Exp. Candy L,Medicine,275,233.75,,
klh0cyi,Exp. Candy XL,Medicine,800,680,,
8ivma5b,Rare Candies,Medicine,65,55.25,,
6dmof9q,Iron,Medicine,165,140.25,,
no5ff49,Calcium,Medicine,165,140.25,,
9uo3apy,PP Up,Medicine,500,425,,
rv66dx8,HP Up,Medicine,165,140.25,,
nbeleeo,Carbos,Medicine,200,170,,
ozfwkm6,PP Max,Medicine,1500,1275,,
4bd12qs,Zinc,Medicine,165,140.25,,
adyaf67,Protein,Medicine,210,178.5,,
aqli750,Revive,Medicine,100,85,,
bavcbc4,Max Revive,Medicine,450,382.5,,
i1a7mfc,Full Restore,Medicine,779,662.15,,
73ar28s,Max Potion,Medicine,30,25.5,,
n6yye4b,Potion,Medicine,10,8.5,,
tjtccka,Super Potion,Medicine,25,21.25,,
n9lmqdx,Hyper Potion,Medicine,60,51,,
mo0li2b,Enchanted Apple,Food,7000,5950,,
x9m7pip,Golden Apple,Food,400,340,,
6fjd793,Carrot,Food,10,8.5,,
wnz9x9f,Golden Carrot,Food,35,29.75,,
c76fuxq,Cooked Chicken,Food,150,127.5,,
jzlquoa,Bread,Food,150,127.5,,
h8h6cum,Poison,Sandwich,40000,34000,,
kmwfhrm,Rock,Sandwich,45000,38250,,
6lfgyw5,Flying,Sandwich,65000,55250,,
k0div8a,Ice,Sandwich,45000,38250,,
xtokwfa,Grass,Sandwich,47500,40375,,
vxln8rc,Dragon,Sandwich,53999,45899.15,,
786ljqn,Ground,Sandwich,124999,106249.15,,
8co633w,Bug,Sandwich,40000,34000,,
nifwyvy,Dark,Sandwich,84999,72249.15,,
l97yull,Fighting,Sandwich,144999,123249.15,,
xtqpwoc,Electric,Sandwich,92999,79049.15,,
tk7mrgw,Deluxe,Sandwich,120000,102000,,
nmjnjwu,Fire,Sandwich,50000,42500,,
ip215wb,Fairy,Sandwich,83999,71399.15,,
sgeu48y,Steel,Sandwich,54999,46749.15,,
dlzgesq,Psychic,Sandwich,140000,119000,,
wparyyn,Ghost,Sandwich,44999,38249.15,,
hwewqlg,Normal,Sandwich,50000,42500,,
